toxic_sentence,non_toxic_sentence,lang
ወሬኛ በለው ባክህ አሁን ነው ይሄ የሚታየው ግደል ተጋደል ሲል ከርሞ:: መገለባበጥማ ይችሉበታል,ትርጉም የሌለው ነገር ነው አሁን የሚናገረው ፤ አሁን ነው ይሄ የሚታየው ለጦርነት ሲያነሳሳ ከርሞ :: ሀሳብን እንደቀልድ መቀየር ይችሉበታል,am
በመጀመሪያ ወንደኛ አዳሬ የሚባል ቃል የለም ሲቀጥል ደግሞ በጣም የቅናት አስመሰለብህ ያጣ ለማኝ ተሳድቦ ይሄዳል አለ ያገሬ ሰው ።,በመጀመሪያ እንደዚህ የሚባል ቃል የለም ሲቀጥል ደግሞ ጥሩ ካልሆነ የቅናት መንፈስ ውስጥ የሆንክ ነው ያስመሰለብህ,am
አንቺ ደደብ ስለ ሃገርሽ የምታስቢ ከሆነ ወሬሽን ከምትነፊ አንድ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል,ስለ ሃገርሽ የምታስቢ ከሆነ ሌላ ነገር ትተሽ  አንድ የዳቦ ለተራበው የትግራይ ምስኪኑ ህዝብ ብትረጅው ይሻላል,am
መፅሀፍ ማለት አንቺ ተጋድመሽ እንዳሮጌ እርግብ አልጋላይ የምታጎላጂጂበት ማለት ሳይሆን እንደ ትጉህ ንብ በንቃት እወቀት የሚመጠጥበት ነው።,መፅሀፍ ማለት አንቺ እንደ ነገሩ ጋደም ብለሽ  ዝምብሎ የሚነበብ ሳይሆን እንደ ትጉህ ንብ በንቃት እወቀት የሚመጠጥበት ነው።,am
አንቺ ምነው እንዲህ ቅጥል አልሽ የሰው ድምጽ ለማፈን ብለሽ ነው ደደብ ሂጅይ እዛ የህወሀት ቡችላ።,አንቺ በዚህ ደረጃ ልትበሳጪ አይገባም ሰውም ድምፁን በነፃነት ማሰማቱ ተገቢ ነው ፡፡,am
እኔ አልተረዳሁም ምንድነው የምትቀባጥረው? ማን አንተን የብዙሀኑ ህዝብ ተወካይ አደረገህ? ወሬኛ ብሄርተኛ በቃ ዘራፍ ለማለት ትንቀዠቀዣላችሁ.,እኔ አልተረዳሁም ምንድነው እያልክ ያለኸው? ማን አንተን የብዙሀኑ ህዝብ ተወካይ አደረገህ? በቃ ዘራፍ ለማለት ትቸኩላላችሁ.,am
ምን እገባሽ እዚያው የአረብ ባርነትሽ ይቀብርሻል ባንዳን ተጠቅመው ነው የሚቀብሩት ይሆም እውነት የማይቀር ነው::,ይኸ አንቺን አይመለከትም እዚያው አረብ ሀገር ስራሽን ስሪ,am
PMOEthiopia የህዝብን ደህንነት የማይጠብቅ ውሻ ነው,የህዝብን ደህንነት የማይጠብቅ እምነት የማይጣልበት ሰው ነው,am
አሁን እስክንድር እና ልደቱ አብረው ለንፅፅር ሚቀርቡ ናቸው? በጨለማው ዘመን አስፈሪውን ወያኔ በብእር ያንበረከከ ያውም አፍንጫቸው ስር ልደቱ ወያኔ ተደምስሶ እንደራደ,አሁን እስክንድር እና ልደቱ አብረው ለንፅፅር ሚቀርቡ ናቸው? በጨለማው ዘመን አስፈሪውን ወያኔ በብእር ያንበረከከ,am
በንጹሃን ደም መቀለድ ውጤቱ መጥፋት ነው። የክፋት ጥጉ መጥፋት ነው። ንጹሃን እንዲታረዱ ያደረግኸው ሴራ ጠልፎ ሊጥልህ እደጅህ ቆሟል።,በንጹሃን ደም መቀለድ ውጤቱ መጥፋት ነው። በየቦታው ወድቀው የቀሩት ንፁኀን  ሕይወት በቅርቡ ከፈጣሪ የስራህን ያሰጥሀል,am
አንተ ነህ እንጂ ዲቃላ እሱስ አህመድ አሊ ሚባል አባት ነበረው በነገራችን ላይ እጅና እግራቹ አጥሯል አሁን የቀረው አልሞት ያለው ምላሳቹ ነ,እሱስ አህመድ አሊ ሚባል አባት ነበረው እንዳነተ አይደለም፡፡ በነገራችን ላይ አሁን ድጋፍ የምታገኙበት እድል ተመናመኗል፤ ምናልባት ከማውራት የዘለለ ምንም አታደርጉም,am
አንድ ደንቆሮ ሂስቶሪያን ነኝ የሚል የኢዲያሚን ወዳጅ ሸገር ላይ እንደዚህ ሲተረተር ነበር። ሦስት የጉሙዝ ቀስት በአንገትህ ይሰካ ብዬ ተራግምያለሁ።,አንድ ሂስቶሪያን ነኝ የሚል የኢዲያሚን ወዳጅ ሸገር ላይ እንደዚህ ሲያወራ ነበር። ሦስት በዚህም ከባድ እርግማን ተራግምያለሁ።,am
ወንጀሎች እንደልባቸው የሚፈነጩባት አገር ማየት ኣንፈልግም መንግሥት አደብ ያስገዛልን ነው ያልከው ??? ኢትዮጵያ ውስጥ ከአብይ በላይ ወንጀለኛ የለም,ወንጀሎች እንደልባቸው የሚፈነጩባት አገር ማየት ኣንፈልግም መንግሥት አደብ ያስገዛልን ።,am
ባለጌ ለመሆንሺ ምሰክር አያሻኝም ሰው ሰላልሆንሺ አሉ ብለሺ አወራሺ ማንም በሴትነቱ በሰውነቱ ይከበራል,ለስርአት ተገዢ እንዳልሆንሽ ተረድቼአለሁ፡፡ ማንም በሴትነቱ በሰውነቱ ይከበራል,am
እንኳን ደስስስስ አላችሁ። የኛ ውድ ተላላኪዋዎች የምስክር ወረቀትም ይዘጋጅላችኋል።,እንኳን ደስስስስ አላችሁ። የኛ ውድ ተመራቂዎች የምስክር ወረቀትም ይዘጋጅላችኋል።,am
ለውሸት የተፈጠርክ በሽተኛ በዚህ ዓይነት ሰውን ማደናገር የማትችልበት ጊዜ ደርሰሃል ሁሉ ነገርህ አስመሳይ ውሸታም ከስምህ ጀምረህ ፎርጅድ የሆንክ,የምትናገረው የሚታመን ነገር አይደለም፤  በዚህ አይነት ነገር ሰው ሊቀበልህ የማይችልበት ደረጃ ደርሷል,am
በኢንሳ ውስጥ የሰዎችን ዶክመንት ሲበረብር ለኖረው ሰው ይህ ቀላል ነው። ማፈሪያ,በኢንሳ ውስጥ የሰዎችን ዶክመንት በመመርመር ልምድ ላለው ሰው ይህ ቀላል ነው።,am
ጉራ ብቻ ግንቦት ሃያ መከበር ካቆመ ሶስት ዓመት ሞላው ተመስገን አንተም ዝም ብለህ አለቃቅስ,ወሬ ብቻ አታብዙ  ግንቦት ሃያ መከበር ካቆመ ሶስት ዓመት ሞላው ተመስገን አንተም ዝም ብለህ አታዉራ,am
እንደ አንተ አይነቶች ናቸዉ ሀገራችንን እያመሱ ያሉት ደንቆሮች መሀይሞች ጭንቅላታቸው የተመረዘ የጠበበ አንተ ስለሀገር,እናንተ ናችሁ ሀገራችንን እንዲህ ችግር ላይ የምትጥሏት ፤ አርቃችሁ አታስቡ፣ በጎውን ሀሳብ አታመጡ,am
ትንታኔ ዘጋኝ???? ፓለቲካዉንም እኮ እንደዚህ እየተነተናችሁ ነዉ አገሪቱን ዱቄት ያደረጋችሗት።,ትንታኔ ትጠላለህ???? ፓለቲካዉንም እኮ እንደዚህ እየተነተናችሁ ነዉ አገሪቱን እንዳይሆን ያደረጋችሗት።,am
ሰፋሪ እሱ ድሮም ነበረ ኮተትሽን ይዛሽ ጎጃም ማሄድ ትችያለሽ,እሱ ድሮም ነበረ እቃሽ ይዛሽ ሀገርሽ ማሄድ ትችያለሽ,am
ኮተታም አሁን አተ ሰዉ ነህ ጭቅላትህ ሆድህ ነዉ ኤርሚያስን ለመተቸት ሞራል የለህም የአበበ ገላዉ የዉሸት ማስረጃ ማን ይሰማዋል,አንተ ራስ ወዳድ ነህ፤ ኤርምያስን የሚያስተችህ ነገር የለም፤ የአበበ ገላው ያልተረጋገጠ ማስረጃ መን ይቀበለዋል,am
I think ፈረስ እና አህያ ፈልገውና ፈቅደው አልያም ሲጠርባቸው ነው የተዳቀሉት፣its just ቅንዝር man . wait wait ምን ለማለት,I think ፈረስ እና አህያ ፈልገውና ፈቅደው  ነው የተዳቀሉት፣i,am
በነፈሰበት አትንፈስ . ራስህን ሁን አቋም????,የራስህ አቋም ሰኖርህ ነው የተሻለ የሚሆነው,am
መሀይም። በአማርኛ እየተበጠረቁ አማርኛ አታውሩ።??,በአማርኛ እያወሩ አማርኛ አታውሩ ??,am
የሄ እንደ ውሻ ተጎትቶ ነዉ ሚወጣው ክብር አያውቅም የበሻሻ ገገማ ነዉ,የሄ  ክብር አያውቅም,am
ታሟል የሚያውቅለት ዘመድ አጣ እንጂ ይኸን ደነዝ ማጥመቅ ሳይሆን አሰሮ 80ጊዜ መግረፍ ነበር,ችግሩን የሚረዳ  ዘመድ አጣ እንጂ እሱ በጤና ያለ አይመስለኝም,am
ቀድሞ ነበር እንጂ መጥኖ መደቆስ አሁን ምን ያደርጋል ድስት ጥዶ ማልቀስ። ጉራ ብቻ  ለዚሁ ነበር ያ ሁላ ፉከራ ???,ቀድሞ ነበር እንጂ መጥኖ መደቆስ አሁን ምን ያደርጋል ድስት ጥዶ ማልቀስ። ወሬ ብቻ ምንም አያሰራም፡ ተግበር,am
ወንድ የሆነማ ቆሞ ይሸናል። ደግሞ ለሰነፍ ቆሞ ሊሸና ያምረዋል እንዴ? ያው እንደ ለመደው ቁጭ ብሎ ይሽና እንጂ። ወሬ አያብዛ ጀግንነት በስራ እንጂ መች በቀረርቶ በፉከራ ሆነና።,ጀግንነት በስራ ይገለጻል እንጂ በወሬ ሊሆን አይችልም ፡፡,am
የኢትዮጵያ ሕዝብ ማወቅ ያለበት ታላቅ ሴራ ሀገር ወዳዱንና ባለ integrity ጄ/ል ሰዓረ መኮንን የገደለውና እንዴትስ ሊገደሉ እንደቻሉ ማወቅ አለበት:: ኢትዮጵያ ሀገሬ ሞ,የኢትዮጵያ ሕዝብ ማወቅ ያለበት ትልቅ ጉዳይ ሀገር ወዳዱንና ባለ integrity ጄ/ል ሰዓረ መኮንን የገደለውና እንዴትስ ሊገደሉ እንደቻሉ ማወቅ አለበት:: ኢትዮጵያ ሀገሬ ሞ,am
አብይ አህመድ ጨካኝ ነው:: ከሱ ጋር ሲወዳደር መንግስቱ ኀ/ማርያም የመጨረሻ ሩህሩህ አይደለም እንዴ::?? ከአብይ አንፃር መንግስቱ ደግና ሰፍሳፋ ሆኖ ነው ያገኘነው:: አብይ ህፃና,ከ ጠ/ሚ አብይ አህመድ አንፃር ፡ መንግስቱ ኀ/ማርያም ሩህሩህ እና ደግ ሰው እንደሆነ ነው እኔ የምረዳው፡፡,am
ከዋነኞቹ የትግሬ ነቀዝ ፋሺስቶች አንዱ የሆነው ጄኔራል አብርሃ ወልደማርያም ሞቷል ይህ የትግራይ አውሬ መጠን የለሽ ገንዘብ ቢያካብትም በካንሰር ተለክፎ ሲሞት ሰዓረ እና ገዛኢ ከሚባ,ከዋነኞቹ የትግሬ በለስልጣን መሀከል  አንዱ የሆነው ጄኔራል አብርሃ ወልደማርያም ሞቷል ይህ የትግራይ በለስልጣን መጠን የለሽ ገንዘብ ቢያካብትም በካንሰር ተለክፎ ነው የምተው,am
የHighschool ዳይሬክተራችንን ሚስቱ 12 ሲሆን ከጨብሲ ቤት እንዴት እያብጠለጠለች ትወስደው እንደነበረ አይረሳኝም ??,የHighschool ዳይሬክተራችንን ብዙ ሚስቶች የበበሩት  ሲሆን አንዷ ከመዝናኛ ቤት እንዴት እያብጠለጠለች ትወስደው እንደነበረ አይረሳኝም ??,am
እና አሜሪካ የኝ ዜጋ ናት ወይም ነበርች ገናለገና በ ዶላር ሲከፈልህ አሜሪካ ዘመድህ መሰለችህ,እና አሜሪካ የኝ ዜጋ ናት ወይም ነበርች ፤ ክፍያ በዶላር ስለተፈጸመልህ አሜሪካን በዚህ ደረጃ ማቅረብ,am
መከላከያ ተከቦ ማን ነበር የደረሰላት አሁንስ ከፊት ሆኖ እየሞተና እየተፍለመ ያለው ማነው ከሀዲው አለቀቃህ እብይ አህመድ ስሙን በአደባባይ ጥርቶ አምስግኖት ነበር,መከላከያ ተከቦ ማን ነበር የደረሰላት አሁንስ ከፊት ሆኖ እየሞተና እየተፍለመ ያለው ማነው በወቅቱ የበላይ አመራሮችም ይህን አመሰግነዋል,am
ይች ርመጥ ርዮትን አታውቃትም ጠፍጥፋ እንደምትሰራትእሷን ራሷን እንዴት እሰራኛን እንደመታሰቃይ ከራሷ አንደበት ወጥቷል ማፈሪያ ይሄ ጥሩ,ይች ሰው ርዮትን አታውቃትም ሰውን እንዴት እንደምታንገላታ እሷን ራሷን እንዴት እሰራኛን እንደመታሰቃይ ከራሷ አንደበት ወጥቷል ፤ ይሄ ትዝብት ነው,am
ለነገሩ ደደብ ላይሰማ መለፍለፍ ትርፍ ነው እንጅ እነግርህ ነበር የዛፎቹ ቢጤ ነው እንዳንተ አይነቱ ጠማማ እንጨት ነው የሚቆርጣቸው,ነገሩን የምትረዳው ቢሆን እነግርህ ነበረ ፤ እንደዛፎቹ የተንጋደዱት ሌሎቹን ሊጎዱዋቸው ይችላሉ,am
ዳግማዊ ግራኝ አህመድ ከአለቃህ የተማርከውን የድብብቆሽ ጨዋታ ጨርሰህ መጣህ ያንተ አለመኖር የሚልዬኖች ተስፋ ለምልሞ ነበር በጭካኔህ አለም የምታስደምም ፍጡር ነህ,ዳግማዊ ግራኝ አህመድ ከአለቃህ የተማርከውን ጨዋታ ጨርሰህ መጣህ ፡ያንተ አለመኖር ሚልዬኖቹን አስከፍቶ ነበር,am
አንቺ የውሻ ልጅ የሚሰረቅ ያለው በኢትዮጽያ ስም የተመዘገበ የሕዝብ ንብረት ነው። መሀይም,አንቺ የሚሰረቅ ያለው በኢትዮጽያ ስም የተመዘገበ የሕዝብ ንብረት ነው -አልገባሽም እንዴ,am
ይኬ እኮ በስነርዓት ቆሞ መሽረፈትን ማናገር የማይችል ፈሪ ቅዝናም በትግርኛ ቦጅባጅ የምንለው እርባና የሌለው እሽከር ለመሆን እንኮን ብቃት የሌለው ነው,እሱ እኮ በስነርዓት ቆሞ  ማናገር የማይችል ፈሪ ነው,am
ባንዳ? አሉላ ከኤርትራ ሰራዊት ጋር ሆኖ ኢትዮጵያውያንን እየገደለ ነው እንዴ? አላወኩም ነበር።,አሉላ ከኤርትራ ሰራዊት ጋር ሆኖ ኢትዮጵያውያንን እያጎደ ነው እንዴ? አላወኩም ነበር።,am
Ethiopia: አይ የገልቱ ነገር። በቃ ሰላምን በጠብመንጃ ልታመጣልን ነዋ። ንግግርና ድርድር እንደጭራቅ በህልምህ እያባረረ ነዉ መችም። በወታደር ብዛት ቢሆን ደርግ እስከዛሬ ይ,Ethiopia:  በቃ ሰላምን በጠብመንጃ ልታመጣልን አትችልም። ንግግርና ድርድር ብቻ ነው ሰለምን የሚያስገኝ። በወታደር ብዛት ቢሆን ደርግ እስከዛሬ ይኖር ነበር,am
ገደል ግባ አንተ የህውሃት ሽንት ጨርቅ አጣቢ ድጋሚ 100ግዜ ነው ምነግርህ ግደል ግባ ሄደህ ለማያቅህ ታጠን,ዘወር በል ከዚህ የፈለከውን መሆን ትችላለህ አንተ የህዋሀት ደጋፊ,am
አንቺ ገረድ : ሸታታ አንችን ብሎ ፀሓፊ  መጀመሪያ ንፅህናሽን ጠብቂ : ውዳቂ ።,አንችን ብሎ ፀሓፊ መጀመሪያ እራስሽን ጠብቂ :,am
በመንጋዊ ስሜት ሆ  ማለት : ምን ይዞ እየመጣ እንደሆነ እያየነው ነው። ብቻ መጨረሻው ያሳምረው,በህብረት ና  በስሜት መውትጣት  : ምን ይዞ እየመጣ እንደሆነ እያየነው ነው። ብቻ መጨረሻው ያሳምረው,am
ሴፉ ያው ፕሮግራም ይኮርጅል እንጂ በአሸርጋጅነት አይታማም ??,ሴፉ አንዳንድ ፕሮግራሞቹ ከሌሎች ጋር ሊመሳሰሉ ይችሉ ይሆናል እንጂ በማስመሰል ማንም ስሙን አያነሳውም,am
ብሌን ይሄ ሰው የአማራ ፍፁም ጠላት እንደሆነ ብዙ መረጃ አለኝ። He is just useless የምትወጅው ከሆነ ይቅርታ። ፕሮፌሰር አስራት ወልደየስን ያስያዘ እሱ ነ,ብሌን ይሄ ሰው ለአማራ ህዝብ ብዙ የሚጠቅም ሀሳብ እንሌለው በመረጃ ጭምር መናገር እችላለሁ፡ ከይቅርታ ጋር,am
አስቸኳይ በ ባቲ ከተማ ዛሬ ከቀኑ 10:00 ላይ ተመሳሳይ በህዝብ ላይ የ ፈንጂ(bomb)ጥቃት ሊፈፅሙ የተዘጋጁ አረመኔዎች በቁጥጥር ስር ዉለዋል,በ ባቲ ከተማ ዛሬ ከቀኑ 10:00 ላይ ተመሳሳይ በህዝብ ላይ ከፊተኛ ጥቃት ሊፈፅሙ የተዘጋጁ ሰዎች በቁጥጥር ስር ዉለዋል,am
አብይ አህመድ በሳሎን ውሻው ተመስገን ጥሩነህ በኩል ምስኪን የጎንደር ገበሬዎችን በስሜት እየገፋ እና በኃይል እያስገደደ : ዘመናዊ እና ከባድ,አብይ አህመድ በተመስገን ጥሩነህ በኩል የጎንደር ገበሬዎች ተጽኖ እይደረገበቸው ነው,am
መሐል ያልገባቺው እንደ ካሚሩናዊው ዳኛ በግለቱ ኮላፕስ አረገላሁ ብላ ነው።,መሐል ያልገባቺው እንደ ካሚሩናዊው ዳኛ በሙቀቱ ልወድቅ እችላለሁ ብላ ነው።,am
እንተ ደግሞ ጅል ነህ እንደ ገደል ማሚቶ የማታውቀውን ነገር ዝም ብለህ አታስተጋባ,አንተ ደግሞ የዋህ ነህ ፤ የተባለውንና  የማታውቀውን ነገር እንዳለ አትድገምልን,am
ከንዳንተ አይነት ደደብ እና ከዳሚ ራሱ ይሰውረን ።,ደጅ መጥናትህን አለወደድኩትም,am
ባለጌ ነሽ ወይም ነህ መሰዳደብ ጉብዝና አይደለም  የቋንቋ ችግር ከሌለብሽ ወይ ከሌለብህ ትክክል ነው ያለው።ዘርንም መርጦ ማዘን ዘረኝነ,ስርአት ካለህ/ካለሽ ፀያፍ ቃልን መለዋወጥ ጉብዝና አይደለም የቋንቋ ችግር ከሌለብሽ ወይ ከሌለብህ ትክክል ነው ያለው።,am
ምነው የሚሳሳት አፍህን ብትዘጋው ኖሮ ፡፡ ግን አልቻላችሁም ፣ አልቻላችሁም ፣ እናም አሁን ዋጋ ስትከፍሉ ነው ደደብ ደደብ። በአንተ ላይ ቁ,ምነው ወይ ዝም ብትል ፡፡ግን አልቻላችሁም ፤ በዚህም ዋጋ ልትከፍሉ ነው,am
እረ እህቶቼ በዙ ሰዎች.?? ይቺ ፉንጋ እንኳን እንደ ወንድሜ እኮ ነው የማይህ ትበለኝ ??,እረ እህቶቼ በዙ ሰዎች.?? ይቺም እንደ ወንድሜ እኮ ነው የማይህ ትበለኝ ??,am
ሰይጣንም ለአመሉ ከመፀሐፍ ቅዱስ ይጠቅሳል። ኃይማኖቱን ተወውና ፖለቲካውን በወጉ ያዘው። ጌታ የቀየር ተላላኪ ባሪያ ምን አፍ አለኝ ብሎ ያወራል? መጀመሪያ ከተ,ምን ለአመሉ ከመፀሐፍ ቅዱስ ይጠቅሳል .. ኃይማኖቱን ተወውና ፖለቲካውን በደንብ ያዘው። አሁን ምን አፍ አለኝ ብሎ ያወራል?,am
እያንዳንዱ የጦቢያ አምባሳደር ሚስቱ ልጆቹ የስጋ ዘመዶቹ ይዞ ወደ ቲዊተር ጦር ግንባር እንዲዘምት ቢደረግም የዲፕሎማሲ ድል ከየት ይገኝ:: እሪሪሪሪሪሪ ደመቀ መኮንን እሪሪሪሪሪሪ አብይ አህመድ,እያንዳንዱ የጦቢያ አምባሳደር ሚስቱ ልጆቹ የስጋ ዘመዶቹ ይዞ ቲዊት እንዲይደርግ ቢደረግም የዲፕሎማሲ ችግር መፍታት አልተቻለም,am
አንተም ክፉ ነበርክ ክፉ አዘዘብህ አንደ ገና ዳቦ እሳት ነደደብህ። የምንልበት ቀን ሩቅ ሰይደለም????,በክፋቱ የሚታወቅ የስራውን ሊያገኝ ነው የምንልበት ቀን ሩቅ አይደለም ??,am
ደንቆሮ በክት የበከትህ ገረድ የስሙኒ ልጅ አንተ ከማንም ጋ ልትከራከር አትችልም ሆድ እስካፉ በክት ስለሆንህ,አንተ ከማንም ጋ ልትከራከር አትችልም ራስ ወዳድ ስለሆንክ,am
ደደብ ነህ አግዚዮ ቅርጽ የታሪክ መሰረት ነው ታሪክ የሌለው ሕዝብ የማንነት ቀውስ ውስጥ ይገባል ልክ አንዳንተ በጥ,ቅርስ የታሪክ መሰረት ነው ታሪክ የሌለው ሕዝብ የማንነት ቀውስ ውስጥ ይገባል ልክ አንዳንተ - ይኸን መረዳት እንዴት ያቅተሀል,am
No more Ethiopian Trust Fund የሰብዓዊ መብትን አክብሮ ለሚያስከብር እንጂ ከህወሃት ብሶ ወገኖቻችንን እየፈጃ ተገዳደሉ እያለ ለሚሞዳሞድ አምባገነን ድንቡሎ አይ,No more Ethiopian Trust Fund የሰብዓዊ መብትን አክብሮ ለሚያስከብር እንጂ ለሌላ ቦታ የለንም,am
ሙኒራ ቤቲን አትመጥንም ለማለት ፈልገሽ ነው:: ቤቲ ጀግና በዚች interview መደረግ አልነበረባትም:: ሙኒራ ደግሞ ዘረኛ ናት,ሙኒራ ቤቲ ጋር መቅረብ የሚገባት አልነበረባትም ለማለት ፈልገሽ ነው:: ቤቲ ጀግና በርሷ interview መደረግ አልነበረባትም:: ሙኒራ ደግሞ ወገንተኛ ናት,am
እቤተ መንግሥት ሲመለሱ ከባለ ቤትዋ ጋር አንደ ፎቶ ተነሱ ና ጠላት ደሰ አይበለውና ለአውሪው የምግብት።,ከቤተመንግስት ከባለ ቤትዎ ጋር አንድ ፎቶ ተነስተው ቢታይ,am
ተላላኪ እኮ ሁሌም ደሰተኛ ነው፡፡ ደብሪፅ ቢመጣም ደስተኛ እንደምትሆን እርግጠኛ ነኝ፡፡,ነገሮችን በራሱ የማያደርግ ሰው ሁሌም ደሰተኛ ነው፡፡ ደብሪፅዮን ቢመጣም ደስተኛ እንደምትሆን እርግጠኛ ነኝ፡፡,am
የነሱ ነገር ከባድ ነው እጃቸው እግራቸው እረዝም ነው እሱ ድሮም የነሱው ነበር አሁንም የነሱ ነው ስለዚህ ኢትዮጵያበከሀድነት ልትፈርጀው ይገባል አስመሳይ ሰ,የነሱ እጃቸውም እግራቸውም እረጅም ነው እሱ ድሮም አሁንም የነሱ ነው ፤ ኢትዮጵያ እሱን ለሀገሩ ታማኝ ባለመሆን ልትጠይቀው ትችላለች፡፡,am
አንተን ነው ተንኮሉ። ቢኒያም ምንም አላረገም ??,አንተን ነው ማነህ። ቢኒያም ምንም አላረገም ??,am
ኢትዮጵያዊ መልክ ይዞ የአገሩን መፍረስ የሚመኝ ስይጣን ማለት ይህ ነው። ማፈሪያ,ኢትዮጵያዊ መልክ ይዞ የአገሩን መፍረስ የሚመኝ ኢትዮጵያዊ ነው ለማለት ይከብዳል። አሳዛኝ,am
አዎ:አንመሰክራለን። ምን ታረገዋለህ:እነ ቴዲ : ሀጫሉ: አሰጌ: እያሉ:ምድረ :የወያኔ:አጫፋሪ:ቤተ መንግስት: ግብዣ:ተጠራ። ይገርማል። Ethiopia,አዎ:አንመሰክራለን። ምን ታረገዋለህ:እነ ቴዲ : ሀጫሉ: አሰጌ: እያሉ:ሁሉም:ደገፊ :ቤተ መንግስት: ግብዣ:ተጠራ።  Ethiopia,am
ስዩም ተሾመ ዝም ብሎ የሚለፈልፍ ነበር የመሰለኝ:: ደመቀ የሚሉት ፈዛዛ ግን ባለጌውን ጎትቶ ቤኒሻንጉል ይዞት ሲሄድ ሳይ ነው አሀ ያልኩት:: ተራ ጀግና,ስዩም ተሾመ ያለ ማስረጃ የሚናገር ነበር የመሰለኝ:: አቶ ደመቀ ግን ሰውዬውን ቤኒሻንጉል ይዞት ሲሄድ ሳይ ነው አሀ ያልኩት::,am
የራሱን ልጅና ሚስት ለማሸሽ የአሜሪካ ኤምባሲ ይፃፃፋል የደሀ ልጅን ተዋጋ ብሎ ይቀሰቅሳል። ማፈሪያ ሁላ,የራሱን ቤተሰብ ለማሸሽ የአሜሪካ ኤምባሲ እየተፃፃፈ የደሀ ልጅን ወደ ግንባር መላክ ያስተዛዝባል,am
